Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2007,13,106438,106438,14-40 Market Street MELBOURNE 3000,Melbourne (CBD),Koury's Coffee Lounge,"Part Ground , 389 Market Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.9611428362183,-37.81850986002563,"-37.81850986002563, 144.9611428362183"
2007,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Subway,"Unit 3, Ground , 1-5 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,14,144.96461741084877,-37.81805796983434,"-37.81805796983434, 144.96461741084877"
2007,14,103166,103166,7-9 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Pepperoni's,7A Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9645599261084,-37.81793330485573,"-37.81793330485573, 144.9645599261084"
2007,14,103167,103167,11-15 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),McDonald's,11-15 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9645087687041,-37.817830399089104,"-37.817830399089104, 144.9645087687041"
2007,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mack Daddy Soprano,"Unit 1, Basement , 313-315 Flinders Lane MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96386031352995,-37.817641319866794,"-37.817641319866794, 144.96386031352995"
2007,14,103947,103947,317-323 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Grand Mercure Hotel,321 Flinders Lane MELBOURNE 3000,4400,Accommodation,Seats - Indoor,20,144.9637651207598,-37.81773299440478,"-37.81773299440478, 144.9637651207598"
2007,14,103948,103948,325-331 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Glick's Cakes & Bagels,"Part Ground , 325 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9635004630143,-37.81775969274295,"-37.81775969274295, 144.9635004630143"
2007,14,103950,103950,335-339 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Pronto On Flinders,"Part Ground , 335 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,53,144.96323530453128,-37.81784850738318,"-37.81784850738318, 144.96323530453128"
2007,14,103952,103952,349-351 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bluestone,349 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.9628671327705,-37.81787421463223,"-37.81787421463223, 144.9628671327705"
2007,14,103953,103953,353-355 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Degani Bakery Cafe,"Ground , 353 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9627541135865,-37.81786117096068,"-37.81786117096068, 144.9627541135865"
2007,14,104006,104006,318-332 Flinders Street MELBOURNE 3000,Melbourne (CBD),Rendezvous Hotels,328 Flinders Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,100,144.96357963298587,-37.8181965488308,"-37.8181965488308, 144.96357963298587"
2007,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Buffet Brasserie,"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.96400528370816,-37.818058974306865,"-37.818058974306865, 144.96400528370816"
2007,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Buffet Brasserie,"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,82,144.96400528370816,-37.818058974306865,"-37.818058974306865, 144.96400528370816"
2007,14,104008,104008,292-298 Flinders Street MELBOURNE 3000,Melbourne (CBD),Vita Juice Energy For Life,298 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,11,144.964364284727,-37.81807375640853,"-37.81807375640853, 144.964364284727"
2007,14,104008,104008,292-298 Flinders Street MELBOURNE 3000,Melbourne (CBD),Kimchi Tray,294 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.964364284727,-37.81807375640853,"-37.81807375640853, 144.964364284727"
2007,14,108114,108114,28-38 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafe 34,"Shop 2, 34 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.96244692064585,-37.81799106668407,"-37.81799106668407, 144.96244692064585"
2007,14,108114,108114,28-38 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafe 34,"Shop 2, 34 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.96244692064585,-37.81799106668407,"-37.81799106668407, 144.96244692064585"
2007,14,108114,108114,28-38 Queen Street MELBOURNE 3000,Melbourne (CBD),Hudsons Coffee,"Ground , 359-365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.96244692064585,-37.81799106668407,"-37.81799106668407, 144.96244692064585"
2007,14,108115,108115,20-26 Queen Street MELBOURNE 3000,Melbourne (CBD),Maha Bar & Grill,"Basement , 21-27 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.96253974509804,-37.81819441366878,"-37.81819441366878, 144.96253974509804"
2007,15,103326,103326,281-291 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Migo's,"Shop 2, 289 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.96494250965242,-37.81718804059663,"-37.81718804059663, 144.96494250965242"
2007,15,103328,103328,274-282 Flinders Street MELBOURNE 3000,Melbourne (CBD),Box Coffee,10-282 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,12,144.96509524887,-37.817661287798394,"-37.817661287798394, 144.96509524887"
2007,15,103940,103940,241-243 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Roule Galette,5 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Outdoor,10,144.96631217224734,-37.81686107019438,"-37.81686107019438, 144.96631217224734"
2007,15,103942,103942,253-265 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Journal Cafe,"Part Ground , 253-265 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9659121030714,-37.81706441573962,"-37.81706441573962, 144.9659121030714"
2007,15,103943,103943,267-275 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Rice n' Rolls,33 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,8,144.9654855543039,-37.81710425964397,"-37.81710425964397, 144.9654855543039"
2007,15,103943,103943,267-275 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Superfino Delicatessen,275-275 Flinders Lane MELBOURNE 3000,4129,Other Specialised Food Retailing,Seats - Indoor,6,144.9654855543039,-37.81710425964397,"-37.81710425964397, 144.9654855543039"
2007,15,103943,103943,267-275 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Indulgence Corner Bakery - Cafe,37 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,2,144.9654855543039,-37.81710425964397,"-37.81710425964397, 144.9654855543039"
2007,15,104010,104010,256-268 Flinders Street MELBOURNE 3000,Melbourne (CBD),La Citta,11 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,20,144.96563502357697,-37.81760871591439,"-37.81760871591439, 144.96563502357697"
2007,15,104010,104010,256-268 Flinders Street MELBOURNE 3000,Melbourne (CBD),Red Nine,15 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.96563502357697,-37.81760871591439,"-37.81760871591439, 144.96563502357697"
2007,15,104011,104011,250-254 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waffle On,20 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,7,144.9660065689182,-37.817520706003194,"-37.817520706003194, 144.9660065689182"
2007,15,104013,104013,238-242 Flinders Street MELBOURNE 3000,Melbourne (CBD),Flora Indian Restaurant,238A Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.96637202927735,-37.81736333414827,"-37.81736333414827, 144.96637202927735"
2007,15,104014,104014,228-236 Flinders Street MELBOURNE 3000,Melbourne (CBD),Ratee Thai,"Shop 3,  Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,10,144.96656101271213,-37.81724955755614,"-37.81724955755614, 144.96656101271213"
2007,15,104014,104014,228-236 Flinders Street MELBOURNE 3000,Melbourne (CBD),Jolly J's,"Shop 8,  Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.96656101271213,-37.81724955755614,"-37.81724955755614, 144.96656101271213"
2007,15,104014,104014,228-236 Flinders Street MELBOURNE 3000,Melbourne (CBD),Kim Sing Chinese Restaurant,"Shop 10,  Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.96656101271213,-37.81724955755614,"-37.81724955755614, 144.96656101271213"
2007,15,109258,109258,9-11 Swanston Street MELBOURNE 3000,Melbourne (CBD),McDonald's,9-11 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,177,144.966940006147,-37.81724066065435,"-37.81724066065435, 144.966940006147"
2007,15,109263,109263,31-41 Swanston Street MELBOURNE 3000,Melbourne (CBD),Subway,"Shop 3, Ground , 37 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,43,144.9667137516809,-37.81674379004935,"-37.81674379004935, 144.9667137516809"
2007,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,4400,Accommodation,Seats - Indoor,50,144.9683846004515,-37.81635974400108,"-37.81635974400108, 144.9683846004515"
2007,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),My Mac Cafe,"Part Ground , 178 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,5,144.96857255170303,-37.816603996175985,"-37.816603996175985, 144.96857255170303"
2007,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),My Mac Cafe,"Part Ground , 178 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,8,144.96857255170303,-37.816603996175985,"-37.816603996175985, 144.96857255170303"
2007,16,104019,104019,164-170 Flinders Street MELBOURNE 3000,Melbourne (CBD),Movida,"Shop 5, 1 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.96909515866503,-37.8167109657157,"-37.8167109657157, 144.96909515866503"
2007,16,108532,108532,27-37 Russell Street MELBOURNE 3000,Melbourne (CBD),Two Fingers,"Lot , Ground , 27-37 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.96925702324145,-37.815988724542635,"-37.815988724542635, 144.96925702324145"
2007,16,110761,110760,197-209 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Peter Rowland at the Chapter House,205 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.9676888755057,-37.816789850914375,"-37.816789850914375, 144.9676888755057"
2007,17,103920,103920,87-89 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Firery Stone,"Part Gnd & Bmt , 87 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.97140205113766,-37.81543171658594,"-37.81543171658594, 144.97140205113766"
2007,17,103922,103922,95-101 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Rosati Restaurant,95-101 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,300,144.97110806680425,-37.81552851905059,"-37.81552851905059, 144.97110806680425"
2007,17,103930,103930,141-143 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mini Restaurant,"Basement , 141-143 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.9698892810444,-37.81579907329099,"-37.81579907329099, 144.9698892810444"
2007,17,104025,104025,114-128 Flinders Street MELBOURNE 3000,Melbourne (CBD),1 O 1 Deli,"Shop 5, Ground , 113 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,10,144.97076462799464,-37.815942719003395,"-37.815942719003395, 144.97076462799464"
2007,18,103919,103919,75-77 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Crema Espresso Bar,"Shop 2, Ground 0, 75-77 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.97224926974866,-37.81514648392844,"-37.81514648392844, 144.97224926974866"
2007,18,103919,103919,75-77 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Subway,"Shop 1, Ground 0, 75-77 Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,20,144.97224926974866,-37.81514648392844,"-37.81514648392844, 144.97224926974866"
2007,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),Verge Restuarant,1 Spring Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9741105433298,-37.8145466615818,"-37.8145466615818, 144.9741105433298"
2007,21,102105,102105,539-557 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe Paci,"Part Ground , 63-77 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,28,144.95636241421522,-37.818799399873186,"-37.818799399873186, 144.95636241421522"
2007,21,102107,102107,607-613 Collins Street MELBOURNE 3000,Melbourne (CBD),Batman's Hill Hotel,607-613 Collins Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,165,144.9547697569095,-37.8191906416253,"-37.8191906416253, 144.9547697569095"
2007,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Observation Deck Cafe/bar,"Level 55, 525 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,76,144.9574797343234,-37.81866209711499,"-37.81866209711499, 144.9574797343234"
2007,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),Rush Cafe,"Ground , 417 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.96087779728322,-37.81747078995886,"-37.81747078995886, 144.96087779728322"
2007,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),Rush Cafe,"Ground , 417 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,9,144.96087779728322,-37.81747078995886,"-37.81747078995886, 144.96087779728322"
2007,24,102089,102089,327-343 Collins Street MELBOURNE 3000,Melbourne (CBD),Saranti Cafe,Rear 333 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.9632779961827,-37.817050406630145,"-37.817050406630145, 144.9632779961827"
2007,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Java Cafe,"Part Ground , 367 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.96245652555746,-37.81728195621329,"-37.81728195621329, 144.96245652555746"
2007,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Headquarters,"Part Ground , 367 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,28,144.96245652555746,-37.81728195621329,"-37.81728195621329, 144.96245652555746"
2007,24,110762,110762,303-317 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe On Collins,"Lobby , 303 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9638330449332,-37.81662905724929,"-37.81662905724929, 144.9638330449332"
2007,24,110763,110763,319-325 Collins Street MELBOURNE 3000,Melbourne (CBD),The Deanery,15 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,130,144.96356701870727,-37.81684053161292,"-37.81684053161292, 144.96356701870727"
2007,24,110765,110765,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),North East China Family,302-308 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.96392345813854,-37.81718668167393,"-37.81718668167393, 144.96392345813854"
2007,24,110765,110765,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Yummy Sushi,10 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96392345813854,-37.81718668167393,"-37.81718668167393, 144.96392345813854"
2007,24,110765,110765,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Robot Cafe,12 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96392345813854,-37.81718668167393,"-37.81718668167393, 144.96392345813854"
2007,25,101788,101788,258-260 Flinders Lane MELBOURNE 3000,Melbourne (CBD),B3 Cafe et Patisserie,"Shop 15,  Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,4,144.9654838240015,-37.816645850433005,"-37.816645850433005, 144.9654838240015"
2007,25,101788,101788,258-260 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Lorea,Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9654838240015,-37.816645850433005,"-37.816645850433005, 144.9654838240015"
2007,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Jungle Juice Bar,20 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Outdoor,10,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2007,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Jungle Juice Bar,20 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,11,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2007,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Blue Fish,16 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,22,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2007,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Aix Cafe Creperie Salon,24 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2007,25,102079,102079,221-231 Collins Street MELBOURNE 3000,Melbourne (CBD),Mocha Cafe,"Shop 6, Ground , 227 Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,6,144.96633557565696,-37.815841716035955,"-37.815841716035955, 144.96633557565696"
2007,25,102079,102079,221-231 Collins Street MELBOURNE 3000,Melbourne (CBD),Curry Paradise,"Shop 4, Ground , 227 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.96633557565696,-37.815841716035955,"-37.815841716035955, 144.96633557565696"
2007,25,102083,102083,251-257 Collins Street MELBOURNE 3000,Melbourne (CBD),La Cucina Cafe,"Part Level 1, 257 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.9656602408823,-37.816353320313766,"-37.816353320313766, 144.9656602408823"
2007,25,102083,102083,251-257 Collins Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Part Ground , 257 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,55,144.9656602408823,-37.816353320313766,"-37.816353320313766, 144.9656602408823"
2007,25,102084,102084,259-263 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe Rosso,"Shop 12, Ground ,  Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.96534980318845,-37.816202239724845,"-37.816202239724845, 144.96534980318845"
2007,25,102084,102084,259-263 Collins Street MELBOURNE 3000,Melbourne (CBD),Ikka Sushi,"Shop 17, Ground ,  Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,6,144.96534980318845,-37.816202239724845,"-37.816202239724845, 144.96534980318845"
2007,25,102086,102086,271-285 Collins Street MELBOURNE 3000,Melbourne (CBD),Polyester Records,"Ground , 288 Collins Street MELBOURNE 3000",4242,Entertainment Media Retailing,Seats - Outdoor,16,144.96498294239956,-37.81654914719199,"-37.81654914719199, 144.96498294239956"
2007,25,102086,102086,271-285 Collins Street MELBOURNE 3000,Melbourne (CBD),Talking Heads Cafe,"Ground , 274 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.96498294239956,-37.81654914719199,"-37.81654914719199, 144.96498294239956"
2007,25,103964,103964,30-44 Manchester Lane MELBOURNE 3000,Melbourne (CBD),Manchester Lane,36 Manchester Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9662091829816,-37.81642295306987,"-37.81642295306987, 144.9662091829816"
2007,25,110857,110857,233-239 Collins Street MELBOURNE 3000,Melbourne (CBD),Coco Rice,10 Collins Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,26,144.9661127033039,-37.815993534275925,"-37.815993534275925, 144.9661127033039"
2007,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Green Cat Cafe,"Part Ground , 161 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,160,144.96877093379538,-37.81545284497635,"-37.81545284497635, 144.96877093379538"
2007,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Shenis Curries,"Shop 16, 161 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.96877093379538,-37.81545284497635,"-37.81545284497635, 144.96877093379538"
2007,26,102074,102074,167-173 Collins Street MELBOURNE 3000,Melbourne (CBD),In A Rush,"Shop 2, Ground , 171 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9683222246338,-37.81552936041959,"-37.81552936041959, 144.9683222246338"
2007,26,102078,102078,189 Collins Street MELBOURNE 3000,Melbourne (CBD),Box On Collins Restaurant,189 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9677160182689,-37.81546818859248,"-37.81546818859248, 144.9677160182689"
2007,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Starbucks Coffee,Part 207 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,42,144.9674346123005,-37.815812558561305,"-37.815812558561305, 144.9674346123005"
2007,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Allegro Restaurant & Wine Room,Part 205-209 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.9674346123005,-37.815812558561305,"-37.815812558561305, 144.9674346123005"
2007,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Three Below,"Shop 3, 207 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9674346123005,-37.815812558561305,"-37.815812558561305, 144.9674346123005"
2007,27,102067,102067,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Le Cone,"Shop 5, 84 Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,6,144.9707823311265,-37.8148943012917,"-37.8148943012917, 144.9707823311265"
2007,27,104216,104216,27 George Parade MELBOURNE 3000,Melbourne (CBD),Italy 1,27 George Parade MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.97007793685432,-37.81485964986667,"-37.81485964986667, 144.97007793685432"
2007,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Maio Cafe,"Shop 66, 45-0 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.97263496107766,-37.814306506279294,"-37.814306506279294, 144.97263496107766"
2007,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Roozervelts,"Shop 38, 45 Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,17,144.97263496107766,-37.814306506279294,"-37.814306506279294, 144.97263496107766"
2007,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Tazio Birraria & Pizzeria,"Shop 66, 45-0 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.97263496107766,-37.814306506279294,"-37.814306506279294, 144.97263496107766"
2007,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Vivaldi Restaurant,"Shop 48, 45 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.97263496107766,-37.814306506279294,"-37.814306506279294, 144.97263496107766"
2007,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Toasted,"Shop 51, 45 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.97263496107766,-37.814306506279294,"-37.814306506279294, 144.97263496107766"
2007,31,102109,102109,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Gloria Jean's Coffees,"Ground , 622 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.95436025409805,-37.81867660056163,"-37.81867660056163, 144.95436025409805"
2007,31,102109,102109,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Minx Cafe,"Ground , 618A Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.95436025409805,-37.81867660056163,"-37.81867660056163, 144.95436025409805"
2007,31,102110,102110,582-606 Collins Street MELBOURNE 3000,Melbourne (CBD),Sparkling Cafe,"Shop 1, 600 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.95495312109176,-37.81850547573567,"-37.81850547573567, 144.95495312109176"
2007,31,102110,102110,582-606 Collins Street MELBOURNE 3000,Melbourne (CBD),Sparkling Cafe,"Shop 1, 600 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,32,144.95495312109176,-37.81850547573567,"-37.81850547573567, 144.95495312109176"
2007,31,102111,102111,608-610 Collins Street MELBOURNE 3000,Melbourne (CBD),Wonderful Garden,"Shop 5, 608-610 Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,4,144.95457793824437,-37.81861116158216,"-37.81861116158216, 144.95457793824437"
2007,31,105941,105941,577-583 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Fiddler Pub,577-583 Little Collins Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9556157910861,-37.817827539628325,"-37.817827539628325, 144.9556157910861"
2007,31,108968,108968,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),In Zone Cafe,"Part Ground , 106-120 Little Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.95437429711404,-37.818185551925865,"-37.818185551925865, 144.95437429711404"
2007,32,102119,102119,468-478 Collins Street MELBOURNE 3000,Melbourne (CBD),McDonald's,"Part Ground , 470 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,68,144.95834321640257,-37.817539012433514,"-37.817539012433514, 144.95834321640257"
2007,32,102119,102119,468-478 Collins Street MELBOURNE 3000,Melbourne (CBD),McDonald's,"Part Ground , 470 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,52,144.95834321640257,-37.817539012433514,"-37.817539012433514, 144.95834321640257"
2007,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,5-9 Bank Place MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,88,144.96029792995742,-37.816805469325374,"-37.816805469325374, 144.96029792995742"
