Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Papparich,"Shop 11,  Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Pie Face,251-253 Little Lonsdale Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Squisito Bar,24 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE 3000,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,100,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,23-25 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,61,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tasty Thai,29 Little Lonsdale Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,13,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Cupcake Family,22 Little Lonsdale Street MELBOURNE 3000,4129,Other Specialised Food Retailing,Seats - Indoor,4,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Three Degrees,1-7 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,150,144.96572505307026,-37.8106786168,"-37.8106786168, 144.96572505307026"
2012,77,106005,106005,109-111 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Illy,109-111 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96864994395,-37.809467518534746,"-37.809467518534746, 144.96864994395"
2012,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Chez Regine,"Ground , 270 Russell Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96716401059058,-37.8101105754,"-37.8101105754, 144.96716401059058"
2012,77,108575,108575,264-266 Russell Street MELBOURNE 3000,Melbourne (CBD),Little Lamb,264-266 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,103,144.96719834236933,-37.81020101285,"-37.81020101285, 144.96719834236933"
2012,77,105752,110709,150 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The J Walk Cafe,"Part Ground , 150 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.96757326195,-37.81012778989015,"-37.81012778989015, 144.96757326195"
2012,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Tower Sushi,"Shop 2, 242-284 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,14,144.969975601,-37.80941502835881,"-37.80941502835881, 144.969975601"
2012,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,300,144.969975601,-37.80941502835881,"-37.80941502835881, 144.969975601"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Urban Deli,"Shop 14, 50 Lonsdale Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,21,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,"Shop 7, 36-54 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,"Shop 7, 36-54 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,23,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mum Mums Bistro,"Shop 6, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,54,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 8, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 8, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,14,144.97072895315,-37.80919615113536,"-37.80919615113536, 144.97072895315"
2012,82,105458,105458,295-307 William Street MELBOURNE 3000,Melbourne (CBD),Helvetica,305 William Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,80,144.95588656175,-37.81251343150285,"-37.81251343150285, 144.95588656175"
2012,82,106032,106032,474 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kouko's,"Ground , 474 Little Lonsdale Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,24,144.9554127109,-37.81301631171084,"-37.81301631171084, 144.9554127109"
2012,82,106033,106033,470-472 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Vicoletto Cafe,470-472 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9555036278,-37.81299023959715,"-37.81299023959715, 144.9555036278"
2012,82,110107,110107,269-275 William Street MELBOURNE 3000,Melbourne (CBD),Kaefei,"Ground , 271 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.9564472314197,-37.81270778455,"-37.81270778455, 144.9564472314197"
2012,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Quanjude Restaurant,"Gnd & Bmt , 299 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,130,144.95865959030382,-37.81145056945,"-37.81145056945, 144.95865959030382"
2012,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Blaq Cafe Bar Restaurant,"Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.95865959030382,-37.81145056945,"-37.81145056945, 144.95865959030382"
2012,84,103214,103214,349 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Pappa Roti Melbounre Cbd / Dotcom Internet Cafe,"Ground , 349 Elizabeth Street MELBOURNE 3000",5910,Internet Service Providers and Web Search Portals,Seats - Outdoor,8,144.96120823651785,-37.810674337,"-37.810674337, 144.96120823651785"
2012,84,105447,105447,285-287 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Bakery Cafe Victoria,"Ground , 285 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.96082935385,-37.810746400178715,"-37.810746400178715, 144.96082935385"
2012,84,105454,105454,333-335 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Badger And Hawke,"Ground , 333 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,48,144.9596447436,-37.81106975885352,"-37.81106975885352, 144.9596447436"
2012,84,108090,108090,316-322 Queen Street MELBOURNE 3000,Melbourne (CBD),The Celtic Club Incorporated,320-322 Queen Street MELBOURNE 3000,4530,Clubs (Hospitality),Seats - Indoor,300,144.9593019353277,-37.811202185,"-37.811202185, 144.9593019353277"
2012,84,108093,108093,330-344 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Water Flame,334-336 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.95967490333038,-37.81181162495,"-37.81181162495, 144.95967490333038"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Ajisen Ramen,"Shop 13, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Ajisen Ramen,"Shop 13, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe ERA,"Shop 3, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,115,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cupcake Central,"Shop 257, Level 2, 300-265 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Emily's Place,"Shop 147, Level 1, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Emily's Place,"Shop 147, Level 1, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Equinox Bar Restaurant,"Shop 8, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,65,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Food Inc.,"Shop 1, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Gloria Jeans,"Shop 245, Level 2, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Grill'd Healthy Burgers,"Shop 319, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Mad Mex,"Shop 263, Level 2, 300-265 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3, 300 La Trobe Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Menya Ramen,"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,8,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Oriental Tea House,"Shop 68, Ground , 300-265 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Pizza Rapido,"Shop 20, LwrGround , 300 La Trobe Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,6,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Schnitz Melbourne Central,"Shop 264, Level 2, 300-265 La Trobe Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,7,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Secret Recipe Melbourne Central,"Shop 308, Level 3, 300-265 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,"Kiosk 12, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Theobroma Chocolate Lounge,"Shop 157, Level 1, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,36,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),The Pancake Parlour,"Shop 319, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,155,144.96283887074458,-37.81090174735,"-37.81090174735, 144.96283887074458"
2012,85,105747,105747,272-282 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Charming Spice,"Level 1, 272-282 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,200,144.963996396392,-37.81152916525,"-37.81152916525, 144.963996396392"
2012,85,106009,106009,277-279 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),2Pocket Fairtrade,"Ground , 277 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9637043382,-37.81090288261025,"-37.81090288261025, 144.9637043382"
2012,85,109302,109302,281-287 Swanston Street MELBOURNE 3000,Melbourne (CBD),Tokui Sushi,260 Swanston Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.96435885063997,-37.811431832699995,"-37.811431832699995, 144.96435885063997"
2012,85,109303,109303,289-299 Swanston Street MELBOURNE 3000,Melbourne (CBD),Starbucks,"Ground , 295 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.9642637293,-37.81122698043946,"-37.81122698043946, 144.9642637293"
2012,85,109307,109307,313-315 Swanston Street MELBOURNE 3000,Melbourne (CBD),Dessert House Eatery,313-315 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.96410536045525,-37.81088534675,"-37.81088534675, 144.96410536045525"
2012,85,109308,109308,317 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,317 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.96408773531533,-37.81084450865,"-37.81084450865, 144.96408773531533"
2012,85,109309,109309,319-323 Swanston Street MELBOURNE 3000,Melbourne (CBD),Don Don Japanese Takeaway,321 Swanston Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,16,144.96404823638116,-37.810763723799994,"-37.810763723799994, 144.96404823638116"
2012,85,109311,109311,335-347 Swanston Street MELBOURNE 3000,Melbourne (CBD),Nando's Australia,"Shop 1, Ground , 335-347 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,64,144.96375078787605,-37.81036461635,"-37.81036461635, 144.96375078787605"
2012,85,109311,109311,335-347 Swanston Street MELBOURNE 3000,Melbourne (CBD),Nando's Australia,"Shop 1, Ground , 335-347 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,32,144.96375078787605,-37.81036461635,"-37.81036461635, 144.96375078787605"
2012,87,103609,103609,287-293 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Melbourne Lanna Thai,"Ground , 287 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.96889436338847,-37.80907440915,"-37.80907440915, 144.96889436338847"
2012,87,103612,103612,305-307 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Maltitude Cafe,305-307 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.96876330112002,-37.8087938856,"-37.8087938856, 144.96876330112002"
2012,87,103613,103613,309 Exhibition Street MELBOURNE 3000,Melbourne (CBD),65 Degrees,309 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.96872557122845,-37.808741161499995,"-37.808741161499995, 144.96872557122845"
2012,87,103631,103631,17-19 Exploration Lane MELBOURNE 3000,Melbourne (CBD),Cube Serviced Apartments,17-19 Exploration Lane MELBOURNE 3000,4400,Accommodation,Seats - Indoor,16,144.96807753675876,-37.8089536735,"-37.8089536735, 144.96807753675876"
2012,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,"Ground 0, 106-0 Little Lonsdale Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Outdoor,6,144.96858968265002,-37.80915143542581,"-37.80915143542581, 144.96858968265002"
2012,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,"Ground 0, 106-0 Little Lonsdale Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96858968265002,-37.80915143542581,"-37.80915143542581, 144.96858968265002"
2012,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Japanese Bar,"Ground , 300 Russell Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96690504954952,-37.80951656025,"-37.80951656025, 144.96690504954952"
2012,91,105322,105322,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),King's Cafe Phoenix,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,40,144.95351419390403,-37.8121452676,"-37.8121452676, 144.95351419390403"
2012,91,105322,105322,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),King's Cafe Phoenix,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Outdoor,8,144.95351419390403,-37.8121452676,"-37.8121452676, 144.95351419390403"
2012,91,105325,105325,369-379 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Trend Cafe,377-379 King Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,12,144.95325158435,-37.81166291484841,"-37.81166291484841, 144.95325158435"
2012,93,105473,105473,410-420 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,"Part Ground , 414-420 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.95711296050837,-37.81123639335,"-37.81123639335, 144.95711296050837"
2012,93,105477,105477,378-392 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe Nostimo,"Part Ground , 380 La Trobe Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,10,144.9580506964,-37.81091259526945,"-37.81091259526945, 144.9580506964"
2012,94,105480,105480,360 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Tokyo Garden,"Floor 1, 360 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.95913677905,-37.81072051666004,"-37.81072051666004, 144.95913677905"
2012,94,105480,105480,360 La Trobe Street MELBOURNE 3000,Melbourne (CBD),La Trobe Cafe,"Ground , 360 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.95913677905,-37.81072051666004,"-37.81072051666004, 144.95913677905"
2012,94,105481,105481,348-358 La Trobe Street MELBOURNE 3000,Melbourne (CBD),The Basement @ 350 La Trobe,"Shop , LwrGround , 350 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.9592777122453,-37.810680016350005,"-37.810680016350005, 144.9592777122453"
2012,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Klik Cafe,"Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,19,144.9603663946708,-37.8099814724,"-37.8099814724, 144.9603663946708"
2012,95,103304,103304,398-406 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Ume Hana,"Shop 2, 398 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,14,144.9613344073475,-37.80933720735,"-37.80933720735, 144.9613344073475"
2012,95,103307,103307,380 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Ibrahims Reddys Kitchen,"Ground , 380 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,58,144.96148946627352,-37.80985755015,"-37.80985755015, 144.96148946627352"
2012,95,105991,105991,16 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),Stax Cafe,"Ground , 16 Little La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,39,144.96294676715002,-37.809089797304374,"-37.809089797304374, 144.96294676715002"
2012,95,109312,109312,377-391 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hungry Jack's,381 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96341525233228,-37.80945581605,"-37.80945581605, 144.96341525233228"
2012,95,109312,109312,377-391 Swanston Street MELBOURNE 3000,Melbourne (CBD),Citi Espresso,"Ground , 389 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,10,144.96341525233228,-37.80945581605,"-37.80945581605, 144.96341525233228"
2012,95,109312,109312,377-391 Swanston Street MELBOURNE 3000,Melbourne (CBD),Citi Espresso,"Ground , 389 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,12,144.96341525233228,-37.80945581605,"-37.80945581605, 144.96341525233228"
2012,97,105491,105491,58-66 La Trobe Street MELBOURNE 3000,Melbourne (CBD),C4 Internet & Network Games,"Shop 1, 60-66 La Trobe Street MELBOURNE 3000",5910,Internet Service Providers and Web Search Portals,Seats - Indoor,48,144.96694341425,-37.80829650346053,"-37.80829650346053, 144.96694341425"
2012,97,588500,108562,336 Russell Street MELBOURNE 3000,Melbourne (CBD),Blu Point Caffe,338 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,26,144.96647145405,-37.80823910124854,"-37.80823910124854, 144.96647145405"
2012,101,108955,108955,362-364 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Rej's Cafe & Kebabs,"Ground , 362 Spencer Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,43,144.95117463429202,-37.8118896769,"-37.8118896769, 144.95117463429202"
2012,101,108955,108955,362-364 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Rej's Cafe & Kebabs,"Ground , 362 Spencer Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Outdoor,5,144.95117463429202,-37.8118896769,"-37.8118896769, 144.95117463429202"
2012,103,100161,100161,192-194 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Nomads Industry Backpackers,192-194 A'Beckett Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,8,144.95756265,-37.80997967520736,"-37.80997967520736, 144.95756265"
2012,103,108084,108084,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Lunchroom,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.95799307005717,-37.8098798374,"-37.8098798374, 144.95799307005717"
2012,103,108084,108084,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Lunchroom,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.95799307005717,-37.8098798374,"-37.8098798374, 144.95799307005717"
2012,103,110139,110139,370-384 William Street MELBOURNE 3000,Melbourne (CBD),Radisson On Flagstaff Gardens,380 William Street MELBOURNE 3000,4400,Accommodation,Seats - Outdoor,6,144.9561201533,-37.81032267928825,"-37.81032267928825, 144.9561201533"
2012,104,100167,100167,106-116 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96001426725,-37.80912726507566,"-37.80912726507566, 144.96001426725"
2012,104,103226,103226,437-439 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Menya Ramen,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.96023808750573,-37.8088097667,"-37.8088097667, 144.96023808750573"
2012,104,103227,103227,441-447 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tea Up,Part 441-445 Elizabeth Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,17,144.96015241392178,-37.8087351404,"-37.8087351404, 144.96015241392178"
2012,104,103227,103227,441-447 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Little Coconut,Part 441-445 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96015241392178,-37.8087351404,"-37.8087351404, 144.96015241392178"
2012,104,103228,103228,449-451 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Coconut House,"Ground , 449 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.9602155277562,-37.8085636162,"-37.8085636162, 144.9602155277562"
2012,104,103228,103228,449-451 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Coconut House,"Ground , 449 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.9602155277562,-37.8085636162,"-37.8085636162, 144.9602155277562"
2012,104,104085,104085,167-175 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafe Bakpak,"Part Ground , 167 Franklin Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9591561878,-37.80897727721506,"-37.80897727721506, 144.9591561878"
2012,104,108087,108087,408-416 Queen Street MELBOURNE 3000,Melbourne (CBD),Chutney Bar,408 Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9584765956928,-37.80898117315,"-37.80898117315, 144.9584765956928"
2012,105,103303,103303,410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hudson's Coffee,"Part Ground , 410 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,57,144.96115694606831,-37.8089487079,"-37.8089487079, 144.96115694606831"
