lifespan_numeric,industry_cafe,log_seats,outdoor_seating,mixed_seating,same_ind,other_ind,on_best_street,on_worst_street,clue_melbourne__cbd_,clue_carlton,clue_docklands,clue_southbank,clue_north_melbourne,clue_west_melbourne__residential_,clue_east_melbourne,clue_parkville,clue_melbourne__remainder_,clue_kensington,property_competition
8,1,3.6635616461296463,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,3.9318256327243257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,6.470799503782602,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,1.9459101490553132,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,1.9459101490553132,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3.8501476017100584,0,1,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,4.1588830833596715,0,0,52,10,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,5.3981627015177525,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1,4.394449154672439,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,4.394449154672439,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,4.394449154672439,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,1,4.110873864173311,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,0,3.1354942159291497,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1,5.402677381872279,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,5.170483995038151,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,3.713572066704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3.4965075614664802,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,1,4.442651256490317,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1,3.4965075614664802,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4.532599493153256,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,2.3978952727983707,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
13,1,4.8283137373023015,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,3.367295829986474,0,1,24,17,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1,3.367295829986474,0,1,27,18,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,3.2188758248682006,0,0,15,21,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1,3.295836866004329,0,1,55,33,0,0,0,0,0,0,0,1,0,0,0,0,1
7,1,3.2188758248682006,0,1,33,21,0,0,0,0,0,0,0,1,0,0,0,0,1
5,0,2.5649493574615367,0,1,20,34,0,0,0,0,0,0,0,1,0,0,0,0,1
5,1,4.174387269895637,0,0,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,3.713572066704308,0,0,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3.713572066704308,0,0,23,4,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,4.110873864173311,0,0,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0
16,1,4.574710978503383,0,1,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,1,4.343805421853684,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,4.23410650459726,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,1,4.912654885736052,0,1,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.4965075614664802,0,1,18,5,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1,2.995732273553991,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,3.4965075614664802,0,1,22,6,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,2.995732273553991,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.828641396489095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,3.828641396489095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,4.2626798770413155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3.6635616461296463,0,0,166,14,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,3.9318256327243257,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.007333185232471,0,0,140,11,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4.110873864173311,0,0,36,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2.5649493574615367,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0
18,1,4.23410650459726,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,3.4965075614664802,0,1,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.6109179126442243,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1.9459101490553132,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,3.367295829986474,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,2.772588722239781,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,4.04305126783455,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,4.04305126783455,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,3.044522437723423,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0,2.70805020110221,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,3.7612001156935624,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,2.5649493574615367,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1,3.9512437185814275,0,1,15,7,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,3.8066624897703196,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,3.8918202981106265,0,1,25,8,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3.5553480614894135,0,1,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4.110873864173311,0,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,3.044522437723423,0,0,6,14,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3.044522437723423,0,0,31,6,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,3.4339872044851463,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3.970291913552122,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,1.9459101490553132,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
6,1,3.367295829986474,0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,1,4.584967478670572,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,1,3.6635616461296463,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,3.044522437723423,0,0,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1
13,1,4.110873864173311,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,1,4.394449154672439,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,2.1972245773362196,1,0,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.110873864173311,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,0,2.5649493574615367,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
13,1,6.478509642208569,0,1,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.61512051684126,0,0,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,4.795790545596741,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.6109179126442243,0,0,76,6,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,3.258096538021482,0,0,13,94,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.2188758248682006,0,0,145,29,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.258096538021482,0,0,103,15,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.4339872044851463,0,0,102,36,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,3.367295829986474,0,0,35,106,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,4.2626798770413155,0,0,85,25,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,4.48863636973214,0,0,38,7,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.713572066704308,0,0,38,7,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.110873864173311,0,0,95,22,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,4.110873864173311,0,0,116,31,0,0,1,0,0,0,0,0,0,0,0,0,1
5,0,2.70805020110221,0,0,30,117,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,2.8903717578961645,0,0,41,152,0,0,1,0,0,0,0,0,0,0,0,0,1
11,1,3.871201010907891,0,1,49,5,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.995732273553991,0,1,38,149,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.8903717578961645,0,1,12,71,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,2.995732273553991,0,1,26,110,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.454347296253507,0,0,116,27,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.290459441148391,0,0,91,18,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.394449154672439,0,0,59,7,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.394449154672439,0,0,181,43,0,0,1,0,0,0,0,0,0,0,0,0,1
16,1,3.5553480614894135,0,0,116,27,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.9318256327243257,0,0,194,43,0,0,1,0,0,0,0,0,0,0,0,0,1
5,1,4.110873864173311,0,0,122,26,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3.9318256327243257,0,0,158,34,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.04305126783455,0,0,122,26,0,0,1,0,0,0,0,0,0,0,0,0,1
15,1,3.1354942159291497,0,0,54,5,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,4.343805421853684,0,1,84,15,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,4.02535169073515,0,0,54,5,0,0,1,0,0,0,0,0,0,0,0,0,1
8,1,4.543294782270004,0,1,147,27,0,0,1,0,0,0,0,0,0,0,0,0,1
11,1,5.017279836814924,0,0,51,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.9318256327243257,0,0,183,36,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.9318256327243257,0,0,202,37,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.9889840465642745,0,1,163,30,0,0,1,0,0,0,0,0,0,0,0,0,1
12,1,4.290459441148391,0,1,126,20,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,4.110873864173311,0,0,51,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.9444389791664403,0,0,38,202,0,0,1,0,0,0,0,0,0,0,0,0,4
22,1,4.02535169073515,0,0,53,4,0,0,1,0,0,0,0,0,0,0,0,0,3
22,1,4.394449154672439,0,0,53,4,0,0,1,0,0,0,0,0,0,0,0,0,3
6,1,4.02535169073515,0,0,53,4,0,0,1,0,0,0,0,0,0,0,0,0,3
7,0,2.5649493574615367,0,0,16,111,0,0,1,0,0,0,0,0,0,0,0,0,5
11,0,2.833213344056216,0,1,12,90,0,0,1,0,0,0,0,0,0,0,0,0,5
2,0,2.5649493574615367,0,0,12,90,0,0,1,0,0,0,0,0,0,0,0,0,5
18,1,3.1354942159291497,0,1,89,13,0,0,1,0,0,0,0,0,0,0,0,0,5
8,0,3.044522437723423,0,0,3,54,0,0,1,0,0,0,0,0,0,0,0,0,3
2,1,4.948759890378168,0,0,33,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.4339872044851463,0,1,65,3,0,0,1,0,0,0,0,0,0,0,0,0,1
8,1,4.143134726391533,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.204692619390966,0,1,24,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.9318256327243257,0,0,40,2,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,4.624972813284271,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.61512051684126,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,4.04305126783455,0,1,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4.04305126783455,0,1,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.912023005428146,0,1,26,6,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.912023005428146,0,1,31,7,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,4.07753744390572,0,1,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3.970291913552122,0,1,97,11,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,4.3694478524670215,0,1,42,4,0,1,1,0,0,0,0,0,0,0,0,0,2
4,1,4.219507705176107,0,1,135,22,0,1,1,0,0,0,0,0,0,0,0,0,2
18,1,3.713572066704308,0,0,29,2,0,1,1,0,0,0,0,0,0,0,0,0,2
2,1,4.143134726391533,0,1,96,16,0,1,1,0,0,0,0,0,0,0,0,0,2
2,1,4.394449154672439,0,0,29,2,0,1,1,0,0,0,0,0,0,0,0,0,2
8,1,4.2626798770413155,0,0,96,16,0,1,1,0,0,0,0,0,0,0,0,0,2
10,1,3.6635616461296463,0,0,29,2,0,1,1,0,0,0,0,0,0,0,0,0,2
2,1,4.219507705176107,0,1,113,21,0,1,1,0,0,0,0,0,0,0,0,0,2
6,0,2.70805020110221,0,1,41,178,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3.332204510175204,0,1,14,86,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,3.258096538021482,0,1,52,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.2626798770413155,0,1,160,39,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,3.912023005428146,0,1,53,10,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,4.04305126783455,0,0,53,10,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,4.143134726391533,0,1,207,51,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.382026634673881,0,1,181,48,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,4.23410650459726,0,1,160,39,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.51085950651685,0,0,157,29,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,2.9444389791664403,0,1,21,135,0,0,1,0,0,0,0,0,0,0,0,0,1
12,1,4.51085950651685,0,0,46,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.6109179126442243,0,0,225,61,0,0,1,0,0,0,0,0,0,0,0,0,1
14,1,3.1780538303479458,0,1,75,15,0,0,1,0,0,0,0,0,0,0,0,0,1
8,0,2.9444389791664403,0,1,14,76,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1.6094379124341003,0,0,43,162,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,3.091042453358316,0,1,51,187,0,0,1,0,0,0,0,0,0,0,0,0,1
5,1,4.727387818712341,0,1,55,9,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,4.653960350157523,0,1,106,30,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,4.912654885736052,0,1,136,39,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4.110873864173311,0,1,69,17,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,3.258096538021482,0,1,18,83,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.833213344056216,0,0,7,55,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3.4965075614664802,0,1,14,70,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,4.6913478822291435,0,1,74,19,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4.574710978503383,0,0,46,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.007333185232471,0,1,41,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.713572066704308,0,1,161,59,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,3.713572066704308,0,1,71,21,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,4.31748811353631,0,0,98,16,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1,4.07753744390572,0,1,55,7,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,3.367295829986474,0,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1,4.04305126783455,0,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,4.61512051684126,0,1,59,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,5.272999558563747,0,0,45,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.272999558563747,0,0,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,3.8918202981106265,0,0,44,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.394449154672439,0,0,28,4,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.8066624897703196,0,0,80,11,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3.6109179126442243,1,0,37,21,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3.6109179126442243,1,0,33,20,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,4.110873864173311,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,4.2626798770413155,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,3.1354942159291497,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1,4.394449154672439,0,0,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,4.48863636973214,0,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0
16,1,2.772588722239781,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,0,45,12,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.1354942159291497,0,0,41,10,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,4.060443010546419,0,1,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10,1,3.58351893845611,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15,0,1.9459101490553132,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0
11,1,3.58351893845611,0,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3.58351893845611,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.58351893845611,0,1,29,4,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,3.7612001156935624,0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,3.4339872044851463,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.8918202981106265,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2.772588722239781,0,0,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1,3.2188758248682006,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22,1,2.70805020110221,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1,4.343805421853684,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,1,3.5553480614894135,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.58351893845611,0,0,35,5,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,4.2626798770413155,0,0,22,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3.713572066704308,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1,4.343805421853684,0,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,3.4965075614664802,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,3.970291913552122,0,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1,3.4965075614664802,0,1,27,2,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1,4.007333185232471,0,1,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0
18,1,3.1780538303479458,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2.772588722239781,0,0,7,41,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2.3978952727983707,0,0,4,36,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,3.367295829986474,0,1,37,3,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,4.189654742026425,0,0,47,8,0,0,0,1,0,0,0,0,0,0,0,0,3
1,1,3.367295829986474,0,1,47,8,0,0,0,1,0,0,0,0,0,0,0,0,3
6,1,3.9318256327243257,0,0,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0
22,1,4.110873864173311,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,1,4.941642422609304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,0,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,3.091042453358316,0,1,62,22,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.970291913552122,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17,1,3.9318256327243257,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,1,2.995732273553991,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,1,3.2188758248682006,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,1,3.044522437723423,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8,1,3.2188758248682006,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,3.6635616461296463,0,1,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0
2,1,3.6635616461296463,0,1,8,3,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,3.6635616461296463,0,1,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,3.713572066704308,0,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0
13,1,3.5553480614894135,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,3.5553480614894135,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4.653960350157523,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,4.6913478822291435,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1,3.044522437723423,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,1,4.653960350157523,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,4.553876891600541,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,1,4.795790545596741,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2.5649493574615367,0,1,5,26,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.795790545596741,0,0,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.912023005428146,0,1,38,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.1972245773362196,0,0,27,128,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,3.7376696182833684,0,0,110,24,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,3.044522437723423,0,0,2,51,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.772588722239781,0,0,25,185,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.258096538021482,0,0,184,26,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.110873864173311,0,0,252,38,0,0,1,0,0,0,0,0,0,0,0,0,1
7,0,2.9444389791664403,0,1,11,122,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.7612001156935624,0,0,98,5,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1,4.174387269895637,0,0,123,12,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.9318256327243257,0,0,100,5,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,4.394449154672439,0,0,220,32,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,4.394449154672439,0,0,125,11,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.828641396489095,0,0,103,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.9318256327243257,0,0,122,8,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,4.394449154672439,0,0,145,13,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,4.110873864173311,0,0,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.8918202981106265,0,0,283,41,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.02535169073515,0,0,217,30,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.709530201312334,0,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1,4.795790545596741,0,0,137,8,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.110873864173311,0,0,293,43,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.110873864173311,0,0,369,59,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.110873864173311,0,0,254,38,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.7612001156935624,0,0,94,3,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,4.61512051684126,0,0,187,20,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.6109179126442243,0,0,123,7,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.4965075614664802,0,0,186,20,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4965075614664802,0,0,218,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4965075614664802,0,0,250,38,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.713572066704308,0,0,320,50,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.58351893845611,0,0,93,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.713572066704308,0,0,288,43,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.02535169073515,0,0,242,37,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.6109179126442243,0,0,295,47,0,0,1,0,0,0,0,0,0,0,0,0,1
22,1,3.828641396489095,0,0,82,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.6109179126442243,0,0,334,56,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.044522437723423,0,0,293,47,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,4.51085950651685,0,0,79,4,0,0,1,0,0,0,0,0,0,0,0,0,1
22,1,5.081404364984463,0,1,79,4,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.713572066704308,0,0,38,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.51085950651685,0,0,99,23,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.4339872044851463,0,0,125,31,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,3.2188758248682006,0,0,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,2.3978952727983707,0,0,10,66,0,0,1,0,0,0,0,0,0,0,0,0,1
