lifespan_numeric,industry_cafe,log_seats,outdoor_seating,mixed_seating,same_ind,other_ind,on_best_street,on_worst_street,clue_melbourne__cbd_,clue_carlton,clue_docklands,clue_southbank,clue_north_melbourne,clue_west_melbourne__residential_,clue_east_melbourne,clue_parkville,clue_melbourne__remainder_,clue_kensington,property_competition
13,1,4.61512051684126,0,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,3.828641396489095,0,0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.9318256327243257,0,0,44,12,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.8066624897703196,0,1,65,13,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,3.9318256327243257,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.258096538021482,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,3.4339872044851463,0,1,36,11,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.9318256327243257,0,1,56,13,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.7612001156935624,0,0,36,11,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.7612001156935624,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.8066624897703196,0,0,47,12,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,4.430816798843313,0,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,3.970291913552122,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,5.075173815233827,0,0,65,10,0,0,1,0,0,0,0,0,0,0,0,0,2
3,0,1.6094379124341003,0,0,7,55,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,4.204692619390966,0,1,65,10,0,0,1,0,0,0,0,0,0,0,0,0,2
1,1,4.61512051684126,0,0,201,22,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,4.736198448394496,0,1,63,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,1,4.51085950651685,0,0,63,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,5.351858133476067,0,0,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,4.8283137373023015,0,1,153,14,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2.70805020110221,0,0,26,206,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.3978952727983707,0,0,16,126,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,2.70805020110221,0,0,15,68,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,5.484796933490655,0,0,30,3,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,5.5254529391317835,0,0,77,12,0,0,0,1,0,0,0,0,0,0,0,0,0
22,1,4.110873864173311,0,0,31,3,1,0,0,1,0,0,0,0,0,0,0,0,0
18,1,4.727387818712341,0,1,28,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,4.394449154672439,0,1,28,3,1,0,0,1,0,0,0,0,0,0,0,0,0
6,1,4.060443010546419,0,1,63,11,1,0,0,1,0,0,0,0,0,0,0,0,0
12,1,5.501258210544727,0,1,27,3,1,0,0,1,0,0,0,0,0,0,0,0,0
11,1,4.465908118654584,0,1,34,5,1,0,0,1,0,0,0,0,0,0,0,0,0
4,1,5.10594547390058,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,4.990432586778736,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2.833213344056216,0,0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,2
2,1,2.833213344056216,0,0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,2
10,1,4.007333185232471,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,4.795790545596741,0,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,3.9318256327243257,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11,0,3.58351893845611,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,3.367295829986474,0,1,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3.4965075614664802,0,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0
14,1,4.51085950651685,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,4.204692619390966,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,3.4965075614664802,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,3.6635616461296463,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3.2188758248682006,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,5.37989735354046,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2
11,1,5.5254529391317835,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,5
10,1,4.110873864173311,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,4.465908118654584,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,2.9444389791664403,0,0,2,14,0,0,0,0,0,0,0,0,0,1,0,0,8
2,1,5.877735781779639,0,1,15,3,0,0,0,0,0,0,0,0,0,1,0,0,6
4,1,5.303304908059076,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,8
4,1,3.044522437723423,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,8
2,0,2.9444389791664403,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,8
4,1,3.5553480614894135,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2,1,4.875197323201151,0,0,50,14,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,4.290459441148391,0,0,40,13,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,5.262690188904886,0,1,37,14,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,5.351858133476067,0,1,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.1780538303479458,0,1,85,22,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,3.295836866004329,0,1,15,48,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.4339872044851463,0,0,34,13,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1,2.3978952727983707,0,0,94,22,0,0,1,0,0,0,0,0,0,0,0,0,1
16,0,3.044522437723423,0,0,12,35,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.51085950651685,0,0,24,8,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.9318256327243257,0,0,55,17,0,0,1,0,0,0,0,0,0,0,0,0,2
22,1,4.51085950651685,0,0,19,4,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,4.394449154672439,0,0,46,13,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.394449154672439,0,0,38,13,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,4.394449154672439,0,0,56,17,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.4680601411351315,0,1,71,17,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,5.5254529391317835,0,0,19,4,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.394449154672439,0,0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,3.9318256327243257,0,0,34,9,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4.394449154672439,0,0,47,9,0,0,1,0,0,0,0,0,0,0,0,0,1
11,1,4.709530201312334,0,0,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.836281906951478,0,0,91,17,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.8918202981106265,0,0,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,3.8918202981106265,0,0,37,9,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.1588830833596715,0,1,60,13,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,3.4339872044851463,0,0,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,85,14,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,4.394449154672439,0,0,51,11,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.394449154672439,0,0,36,8,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,4.330733340286331,0,0,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,2.772588722239781,0,0,106,86,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3.1780538303479458,0,1,72,96,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3.258096538021482,0,1,36,60,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.295836866004329,0,1,38,16,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,3.258096538021482,0,1,43,69,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,4.127134385045092,0,1,46,17,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.1972245773362196,1,0,76,120,0,0,1,0,0,0,0,0,0,0,0,0,2
19,1,4.110873864173311,0,0,74,41,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,3.2188758248682006,0,1,19,49,0,0,1,0,0,0,0,0,0,0,0,0,4
7,1,4.2626798770413155,0,0,86,52,0,0,1,0,0,0,0,0,0,0,0,0,4
22,1,4.174387269895637,0,1,48,20,0,0,1,0,0,0,0,0,0,0,0,0,4
2,1,4.343805421853684,0,0,119,79,0,0,1,0,0,0,0,0,0,0,0,0,5
5,1,4.59511985013459,0,0,48,20,0,0,1,0,0,0,0,0,0,0,0,0,4
7,0,3.1354942159291497,0,1,43,75,0,0,1,0,0,0,0,0,0,0,0,0,4
1,1,4.356708826689592,0,1,65,31,0,0,1,0,0,0,0,0,0,0,0,0,5
2,1,4.406719247264253,0,1,48,20,0,0,1,0,0,0,0,0,0,0,0,0,4
1,0,2.4849066497880004,0,1,30,66,0,0,1,0,0,0,0,0,0,0,0,0,5
2,0,1.9459101490553132,0,0,78,120,0,0,1,0,0,0,0,0,0,0,0,0,5
7,0,2.833213344056216,0,1,43,75,0,0,1,0,0,0,0,0,0,0,0,0,4
22,0,1.791759469228055,0,0,19,49,0,0,1,0,0,0,0,0,0,0,0,0,4
2,1,4.110873864173311,0,0,39,13,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,0,128,47,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.912023005428146,0,0,31,7,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,3.6109179126442243,0,0,46,10,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.4339872044851463,0,0,106,37,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.1588830833596715,0,1,125,43,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,3.9889840465642745,0,0,48,12,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.9889840465642745,0,0,28,6,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,4.948759890378168,0,0,30,6,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,3.828641396489095,0,0,30,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,63,10,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.9889840465642745,0,0,74,11,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,3.4339872044851463,0,0,49,4,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.4339872044851463,0,0,72,7,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,3.4339872044851463,0,0,95,15,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,4.962844630259907,0,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.6913478822291435,0,1,58,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.8283137373023015,0,1,63,11,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.07753744390572,0,1,31,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.871201010907891,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,4.248495242049359,0,1,47,7,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,2.3978952727983707,0,1,10,52,0,0,1,0,0,0,0,0,0,0,0,0,2
2,1,2.9444389791664403,0,0,76,20,0,0,1,0,0,0,0,0,0,0,0,0,7
4,0,3.044522437723423,0,1,8,44,0,0,1,0,0,0,0,0,0,0,0,0,1
9,1,4.61512051684126,0,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.2626798770413155,0,0,76,20,0,0,1,0,0,0,0,0,0,0,0,0,7
5,0,2.3978952727983707,0,0,17,64,0,0,1,0,0,0,0,0,0,0,0,0,5
4,0,3.044522437723423,0,1,17,64,0,0,1,0,0,0,0,0,0,0,0,0,5
2,1,4.9344739331306915,0,1,43,9,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,1.9459101490553132,0,0,86,137,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,4.189654742026425,0,0,154,96,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.189654742026425,0,0,136,87,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3.713572066704308,0,0,116,85,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,5.638354669333745,0,1,42,19,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.638354669333745,0,1,103,79,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.258096538021482,0,0,89,23,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,2.70805020110221,0,0,89,23,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,3.5263605246161616,0,1,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3.6635616461296463,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,2.302585092994046,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,3
15,1,4.59511985013459,0,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,3
5,1,4.442651256490317,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1,3.7612001156935624,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,1,4.634728988229636,0,1,8,2,1,0,0,0,1,0,0,0,0,0,0,0,5
2,1,4.418840607796598,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15,0,2.995732273553991,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,3
7,1,3.8918202981106265,0,1,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0
4,1,3.8066624897703196,0,1,10,2,1,0,0,0,1,0,0,0,0,0,0,0,2
2,1,3.8918202981106265,0,1,11,2,1,0,0,0,1,0,0,0,0,0,0,0,3
11,1,3.58351893845611,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.258096538021482,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.258096538021482,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,3.9318256327243257,0,0,25,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1.0986122886681098,0,0,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,4.110873864173311,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.110873864173311,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,4.709530201312334,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.713572066704308,0,0,44,9,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,4.007333185232471,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,5.313205979041787,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,5.111987788356544,0,1,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,4.465908118654584,0,1,44,5,0,0,1,0,0,0,0,0,0,0,0,0,1
22,1,4.477336814478207,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3.4339872044851463,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.6635616461296463,0,0,57,5,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,3.4339872044851463,0,0,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.6635616461296463,0,0,59,5,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,3.295836866004329,0,0,4,47,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,0,100,16,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.772588722239781,0,0,19,110,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3.4339872044851463,0,0,109,20,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,3.4339872044851463,0,0,64,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.6109179126442243,0,1,64,14,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,0,54,11,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,4.454347296253507,0,0,70,20,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.394449154672439,0,0,102,41,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,4.634728988229636,0,1,32,9,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.394449154672439,0,0,115,47,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.394449154672439,0,0,135,55,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.394449154672439,0,0,126,52,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.1972245773362196,0,0,59,127,0,0,1,0,0,0,0,0,0,0,0,0,1
16,1,3.8501476017100584,0,0,53,21,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2.0794415416798357,0,0,20,54,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,3.258096538021482,0,0,12,37,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,2.0794415416798357,0,0,29,62,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.927253685157205,0,0,38,16,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,3.044522437723423,0,0,37,62,0,0,1,0,0,0,0,0,0,0,0,0,2
15,0,3.9318256327243257,0,1,54,83,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,1.9459101490553132,0,0,61,93,0,0,1,0,0,0,0,0,0,0,0,0,3
5,1,3.5553480614894135,0,1,82,55,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,3.258096538021482,0,0,37,62,0,0,1,0,0,0,0,0,0,0,0,0,2
2,1,3.9318256327243257,0,1,72,45,0,0,1,0,0,0,0,0,0,0,0,0,2
2,1,3.9318256327243257,0,1,61,38,0,0,1,0,0,0,0,0,0,0,0,0,2
6,1,3.6109179126442243,0,1,92,62,0,0,1,0,0,0,0,0,0,0,0,0,3
4,1,3.6109179126442243,0,1,128,83,0,0,1,0,0,0,0,0,0,0,0,0,3
6,1,3.8501476017100584,0,1,115,76,0,0,1,0,0,0,0,0,0,0,0,0,3
4,0,1.9459101490553132,0,0,82,129,0,0,1,0,0,0,0,0,0,0,0,0,3
5,0,2.3978952727983707,0,0,57,77,0,0,1,0,0,0,0,0,0,0,0,0,2
5,0,2.9444389791664403,0,0,16,40,0,0,1,0,0,0,0,0,0,0,0,0,2
3,0,2.1972245773362196,0,0,16,40,0,0,1,0,0,0,0,0,0,0,0,0,2
2,0,2.8903717578961645,0,0,74,99,0,0,1,0,0,0,0,0,0,0,0,0,3
4,0,2.1972245773362196,0,0,65,90,0,0,1,0,0,0,0,0,0,0,0,0,3
20,1,3.9318256327243257,0,0,39,17,0,0,1,0,0,0,0,0,0,0,0,0,2
14,0,2.0794415416798357,0,0,27,52,0,0,1,0,0,0,0,0,0,0,0,0,3
20,1,4.330733340286331,0,0,45,28,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.356708826689592,0,0,32,17,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,2.9444389791664403,0,1,89,72,0,0,1,0,0,0,0,0,0,0,0,0,5
11,1,3.9318256327243257,0,0,63,45,0,0,1,0,0,0,0,0,0,0,0,0,4
14,1,3.713572066704308,0,1,45,26,0,0,1,0,0,0,0,0,0,0,0,0,2
16,1,4.61512051684126,0,0,33,16,0,0,1,0,0,0,0,0,0,0,0,0,2
11,1,3.4339872044851463,0,1,63,45,0,0,1,0,0,0,0,0,0,0,0,0,4
2,1,3.7376696182833684,0,1,33,16,0,0,1,0,0,0,0,0,0,0,0,0,2
16,1,3.6109179126442243,0,0,33,16,0,0,1,0,0,0,0,0,0,0,0,0,2
6,1,3.713572066704308,0,0,72,16,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.713572066704308,0,0,96,25,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,2.3978952727983707,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,3.6109179126442243,0,1,18,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1,4.875197323201151,0,0,18,2,0,0,1,0,0,0,0,0,0,0,0,0,1
20,1,4.2626798770413155,0,0,30,3,0,0,1,0,0,0,0,0,0,0,0,0,2
17,1,4.219507705176107,0,0,46,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4.61512051684126,0,0,99,14,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1.3862943611198906,0,0,10,64,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,4.51085950651685,0,0,63,11,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.5553480614894135,0,0,73,13,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1.0986122886681098,0,0,2,19,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1.6094379124341003,0,0,15,80,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,2.8903717578961645,0,0,12,26,0,0,1,0,0,0,0,0,0,0,0,0,2
5,1,3.4965075614664802,0,0,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,4.04305126783455,0,1,55,42,0,0,1,0,0,0,0,0,0,0,0,0,1
12,1,3.9512437185814275,0,1,25,13,0,0,1,0,0,0,0,0,0,0,0,0,2
10,1,3.6375861597263857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,4.23410650459726,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2,1,3.1354942159291497,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4
14,1,4.276666119016055,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4
14,1,4.23410650459726,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1,1,4.23410650459726,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4
14,1,4.23410650459726,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5,1,4.204692619390966,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4
9,1,3.5553480614894135,0,0,37,10,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3.5553480614894135,0,0,22,6,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,4.634728988229636,0,0,50,13,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,3.4339872044851463,0,0,22,6,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1,4.574710978503383,0,1,74,9,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2.995732273553991,0,1,11,90,0,0,1,0,0,0,0,0,0,0,0,0,4
3,1,3.713572066704308,0,1,89,12,0,0,1,0,0,0,0,0,0,0,0,0,4
15,1,4.04305126783455,0,1,20,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.9318256327243257,0,0,67,9,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.017279836814924,0,1,59,23,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.04305126783455,0,1,22,6,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,3.9318256327243257,0,0,26,10,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.1354942159291497,0,0,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,3.9318256327243257,0,1,36,9,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,2.1972245773362196,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,3.8066624897703196,0,0,22,4,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,4.174387269895637,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,1,4.343805421853684,0,0,51,10,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,3.044522437723423,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,0,3.044522437723423,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0,1,0
8,1,5.707110264748875,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,3.367295829986474,0,1,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,4.127134385045092,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1,4.110873864173311,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
18,1,4.709530201312334,0,1,30,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3.4339872044851463,0,0,36,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,3.4339872044851463,0,1,38,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,3.6635616461296463,0,1,110,20,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1,3.58351893845611,0,1,56,10,0,0,0,1,0,0,0,0,0,0,0,0,0
17,0,3.258096538021482,0,1,12,48,0,0,0,1,0,0,0,0,0,0,0,0,2
13,1,3.8918202981106265,0,1,55,15,0,0,0,1,0,0,0,0,0,0,0,0,2
17,1,4.59511985013459,0,1,47,13,0,0,0,1,0,0,0,0,0,0,0,0,2
4,1,3.7612001156935624,0,1,40,10,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,3.58351893845611,0,0,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3.5263605246161616,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,4.204692619390966,0,1,22,7,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,4.955827057601261,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12,1,4.465908118654584,0,1,4,5,0,0,0,0,0,0,0,0,0,1,0,0,9
3,1,4.04305126783455,0,1,4,5,0,0,0,0,0,0,0,0,0,1,0,0,9
2,0,3.58351893845611,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,10
2,0,3.367295829986474,0,1,13,14,0,0,0,0,0,0,0,0,0,1,0,0,17
2,0,3.4339872044851463,0,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,17
13,0,3.044522437723423,1,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,10
2,1,3.6109179126442243,0,1,5,9,0,0,0,0,0,0,0,0,0,1,0,0,8
2,1,5.017279836814924,0,1,13,14,0,0,0,0,0,0,0,0,0,1,0,0,17
3,1,5.017279836814924,0,1,4,5,0,0,0,0,0,0,0,0,0,1,0,0,9
2,1,3.970291913552122,0,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,17
3,0,2.3978952727983707,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,9
3,1,3.044522437723423,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,9
2,0,3.044522437723423,0,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,17
4,0,2.3978952727983707,0,0,9,10,0,0,0,0,0,0,0,0,0,1,0,0,12
